names	scores	logfoldchanges	pvals	pvals_adj	cluster
BCL2L11	17.305473	3.0288718	7.10079698877326e-56	1.9140340299178097e-54	cDC1_CLEC9A
GABARAPL2	17.305225	1.8988055	4.248986335004966e-56	1.1527000448603648e-54	cDC1_CLEC9A
CXCR3	17.25439	4.7012115	1.5778563660189116e-55	4.226096374931733e-54	cDC1_CLEC9A
RPL23A	17.227766	0.73879975	9.53768026462976e-56	2.566793920418811e-54	cDC1_CLEC9A
EVL	17.221527	2.4956582	1.6064162573330615e-55	4.299173103620347e-54	cDC1_CLEC9A
MAP3K13	17.203255	2.9161139	2.3824754074085887e-55	6.360945037814976e-54	cDC1_CLEC9A
CYYR1	17.200567	6.3152285	3.1589808714834257e-55	8.414126599506921e-54	cDC1_CLEC9A
SLC25A6	17.121471	0.99127686	2.6874141161211505e-55	7.169416566000479e-54	cDC1_CLEC9A
PLEK	17.119295	1.8224418	3.536208986375508e-55	9.389206114021778e-54	cDC1_CLEC9A
RPL4	17.11287	0.98766476	3.340245628427589e-55	8.875886135981009e-54	cDC1_CLEC9A
DNAJB9	17.092627	2.757968	8.506650710239298e-55	2.2462624532194586e-53	cDC1_CLEC9A
RPS21	16.904121	1.000229	6.136364046466291e-54	1.6027802339661645e-52	cDC1_CLEC9A
TAPBP	16.896338	2.0856166	6.781903043616465e-54	1.767281060724e-52	cDC1_CLEC9A
SEPHS2	16.8444	3.0541227	1.8284253137003316e-53	4.7462991155484565e-52	cDC1_CLEC9A
TUBA1C	16.809261	2.1564848	1.91019036703878e-53	4.950919555923434e-52	cDC1_CLEC9A
