names	scores	logfoldchanges	pvals	pvals_adj	cluster
FAM198A	-13.692425	-2.5812268	1.3786490329504844e-42	1.253094160135787e-41	Mono_CD14
TRIM26	-13.692672	-0.6794608	1.8195521015431785e-42	1.649394363986975e-41	Mono_CD14
CKAP2	-13.693665	-0.8375992	1.7368106520837067e-42	1.5752381725789614e-41	Mono_CD14
CCDC112	-13.695009	-0.7500945	1.7328953492541648e-42	1.5721102826540072e-41	Mono_CD14
KANSL2	-13.696564	-0.82290787	1.6708363702076005e-42	1.5166260953064355e-41	Mono_CD14
SLC22A17	-13.699689	-3.0955267	1.2003450704280727e-42	1.0927972656850442e-41	Mono_CD14
SNX13	-13.703237	-0.7101703	1.5625360609299026e-42	1.418703584935924e-41	Mono_CD14
CNEP1R1	-13.703786	-0.7236344	1.545714568809691e-42	1.4038088054305586e-41	Mono_CD14
AFF1	-13.706149	-0.63951737	1.525293184354123e-42	1.3860094000439e-41	Mono_CD14
MYO6	-13.708941	-2.9794328	1.0670192446534592e-42	9.727312345604344e-42	Mono_CD14
AF127936.5	-13.709775	-2.708756	1.079125886685717e-42	9.835019644573586e-42	Mono_CD14
HAUS5	-13.711221	-1.3078549	1.2589956118214231e-42	1.1449554155117687e-41	Mono_CD14
GART	-13.715787	-0.76311064	1.2986479045372947e-42	1.180697315042623e-41	Mono_CD14
FAHD2A	-13.717892	-0.84180605	1.246082589377802e-42	1.1338241092761454e-41	Mono_CD14
NOC2L	-13.72062	-0.6552833	1.2494033419667989e-42	1.1365387744122386e-41	Mono_CD14
FUZ	-13.722677	-1.0310035	1.1265261720918186e-42	1.0258695362827497e-41	Mono_CD14
ELAC2	-13.729929	-0.8298619	1.0588793164458329e-42	9.655718454215398e-42	Mono_CD14
AAMP	-13.732506	-0.60262	1.085026973963417e-42	9.883454679838706e-42	Mono_CD14
DCPS	-13.73741	-0.68416107	9.850171424759755e-43	8.987047819817362e-42	Mono_CD14
PNN	-13.739014	-0.6052872	9.925868842555297e-43	9.053660660017818e-42	Mono_CD14
TNFRSF11B	-13.739088	-4.3058677	6.790077049782631e-43	6.213602827685387e-42	Mono_CD14
CD82	-13.745876	-0.6426516	8.799231353914116e-43	8.034723610807106e-42	Mono_CD14
EIF5A	-13.748896	-0.57722896	9.026574417644094e-43	8.240081236198865e-42	Mono_CD14
SLC43A3	-13.751957	-0.6091429	8.284655834209237e-43	7.566906849494334e-42	Mono_CD14
RPAP2	-13.756541	-0.9678709	7.154719735522129e-43	6.545509822663117e-42	Mono_CD14
MCCC2	-13.757757	-0.80284584	7.265990672605425e-43	6.643698499939408e-42	Mono_CD14
RP11-1000B6.3	-13.757992	-0.6133879	7.639377437204627e-43	6.98131769376655e-42	Mono_CD14
CDC14B	-13.759314	-2.8502865	5.374795325726705e-43	4.9265058135210987e-42	Mono_CD14
MEMO1	-13.760223	-0.6897951	7.195776436794718e-43	6.581283693305136e-42	Mono_CD14
TBC1D5	-13.760906	-0.62109184	7.302722617143798e-43	6.675473029355485e-42	Mono_CD14
PADI2	-13.766097	-0.7853422	6.4935253557178636e-43	5.945457699335807e-42	Mono_CD14
RBM4B	-13.766819	-0.95671	6.216587071283327e-43	5.693440738782833e-42	Mono_CD14
PHLDB3	-13.777444	-0.73367906	5.6166695862048486e-43	5.1468062289253786e-42	Mono_CD14
RTFDC1	-13.779502	-0.5874784	5.823530031111311e-43	5.334910844705397e-42	Mono_CD14
LMO7-AS1	-13.779562	-5.5094757	3.907762860757341e-43	3.588666171446112e-42	Mono_CD14
DYNC2LI1	-13.7816515	-1.2972671	4.79931372842189e-43	4.401417440540206e-42	Mono_CD14
ST6GALNAC4	-13.787539	-0.9265722	4.69204191501243e-43	4.304210734669993e-42	Mono_CD14
KPNB1	-13.791056	-0.59518963	4.952576162617806e-43	4.540737448251547e-42	Mono_CD14
LPP	-13.796987	-0.6245573	4.45000387867476e-43	4.0832905960802654e-42	Mono_CD14
ZNF503	-13.797803	-0.7751971	4.208058432711462e-43	3.86233508122528e-42	Mono_CD14
