names	scores	logfoldchanges	pvals	pvals_adj	cluster
C20orf194	18.2175	1.9398795	5.593006941208044e-71	1.9190506708458638e-69	Macro_LYVE1
TAGLN	18.158281	2.0888917	1.5596809845491227e-70	5.308271827615974e-69	Macro_LYVE1
ADAM28	18.156046	1.5404261	1.3145478022298203e-70	4.487575850894789e-69	Macro_LYVE1
SRGAP2B	18.09989	1.5093839	3.319063226243315e-70	1.1284814969227271e-68	Macro_LYVE1
SNHG12	18.089027	1.5501577	4.0563748651275564e-70	1.3777771643710474e-68	Macro_LYVE1
RB1	18.077309	1.3678176	4.250842028769148e-70	1.4423753405573783e-68	Macro_LYVE1
TMEM236	17.98415	3.3720136	3.304415700083419e-69	1.1111674910040991e-67	Macro_LYVE1
OSBPL1A	17.843594	1.7278702	2.593063915516529e-68	8.650563917763756e-67	Macro_LYVE1
PTMS	17.839506	1.3553548	2.1228588863435432e-68	7.088960090828478e-67	Macro_LYVE1
MS4A4E	17.824932	1.8578063	3.6761919196186854e-68	1.219149710035748e-66	Macro_LYVE1
LAIR1	17.816	1.2807018	2.995719713150985e-68	9.954416175040365e-67	Macro_LYVE1
IFI16	17.773079	1.3376528	6.4223593025190174e-68	2.1256873707178367e-66	Macro_LYVE1
NISCH	17.760895	1.7921778	1.0287274419275729e-67	3.3915794939635656e-66	Macro_LYVE1
PIK3R1	17.75339	1.3988484	9.345659418303086e-68	3.0871828278461196e-66	Macro_LYVE1
TNFRSF11A	17.739843	2.4496608	1.665484218987216e-67	5.485515667111951e-66	Macro_LYVE1
CRYL1	17.70062	1.4550438	2.3991966482086397e-67	7.894387877416202e-66	Macro_LYVE1
MTSS1	17.642069	1.3952966	5.562153271365781e-67	1.8212943860582956e-65	Macro_LYVE1
HSPH1	17.624077	1.3957269	6.694651840023472e-67	2.185751929241772e-65	Macro_LYVE1
PLAU	17.610224	1.6120563	1.0743481043604109e-66	3.4974961380019017e-65	Macro_LYVE1
FGL2	17.550373	1.0845759	2.0284083388969065e-66	6.590664471628965e-65	Macro_LYVE1
SCN1B	17.501146	2.2877424	7.865658832837204e-66	2.5507748673110373e-64	Macro_LYVE1
CCNL1	17.355728	1.1939135	5.34280256803456e-65	1.7161142967336174e-63	Macro_LYVE1
LRP1	17.31819	1.3226482	1.051450041145309e-64	3.3708427865223637e-63	Macro_LYVE1
ADAM9	17.25769	1.4646331	3.184243622760154e-64	1.0150416710054933e-62	Macro_LYVE1
AMD1	17.245697	1.3557433	3.568460046639168e-64	1.1364432212803417e-62	Macro_LYVE1
GAS2L3	17.229124	2.0164604	5.9489366420753485e-64	1.8856394282040149e-62	Macro_LYVE1
BCAT1	17.135374	1.3767836	2.124146061921083e-63	6.657765340499439e-62	Macro_LYVE1
SH3BP5	17.010258	1.292448	1.4221963523969172e-62	4.368230072713011e-61	Macro_LYVE1
MKNK1	16.970112	1.4696492	3.1290745887446907e-62	9.575934531622488e-61	Macro_LYVE1
ATP8B4	16.952272	1.6285503	4.37271181907162e-62	1.3333407423692233e-60	Macro_LYVE1
PRKACB	16.94167	1.5646925	5.0796845687629755e-62	1.5461146509476035e-60	Macro_LYVE1
PRNP	16.937206	1.2447282	4.390751865898827e-62	1.3376310431247296e-60	Macro_LYVE1
COLGALT1	16.887213	1.4159267	1.1215285188910555e-61	3.3921707285022646e-60	Macro_LYVE1
ARHGAP24	16.802444	1.5097936	4.435761731311321e-61	1.3285204957760323e-59	Macro_LYVE1
THRB	16.793343	3.3158743	6.574903528487775e-61	1.958751542783971e-59	Macro_LYVE1
OTUD1	16.776293	1.5141114	6.637300181656639e-61	1.9755935717379752e-59	Macro_LYVE1
